trans_date,account_id,trans_type,amount,total_withdrawals_5d,num_withdrawals_5d
2014-04-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2014-04-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2014-04-22,2,WITHDRAWAL,7600.0,7600.0,1.0
2014-04-30,2,WITHDRAWAL,14.6,14.6,1.0
2014-05-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2014-05-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2014-05-19,2,WITHDRAWAL,9300.0,9300.0,1.0
2014-05-22,2,WITHDRAWAL,4900.0,14200.0,2.0
2014-05-25,2,WITHDRAWAL,8400.0,13300.0,2.0
2014-05-31,2,WITHDRAWAL,14.6,14.6,1.0
2014-06-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2014-06-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2014-06-21,2,WITHDRAWAL,6900.0,6900.0,1.0
2014-06-21,2,WITHDRAWAL,3900.0,10800.0,2.0
2014-06-30,2,WITHDRAWAL,14.6,14.6,1.0
2014-07-04,2,WITHDRAWAL,3600.0,3614.6,2.0
2014-07-05,2,WITHDRAWAL,7266.0,10866.0,2.0
2014-07-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2014-07-21,2,WITHDRAWAL,4500.0,4500.0,1.0
2014-07-31,2,WITHDRAWAL,14.6,14.6,1.0
2014-08-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2014-08-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2014-08-20,2,WITHDRAWAL,5400.0,5400.0,1.0
2014-08-22,2,WITHDRAWAL,2400.0,7800.0,2.0
2014-08-31,2,WITHDRAWAL,14.6,14.6,1.0
2014-09-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2014-09-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2014-09-19,2,WITHDRAWAL,4800.0,4800.0,1.0
2014-09-30,2,WITHDRAWAL,14.6,14.6,1.0
2014-10-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2014-10-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2014-10-19,2,WITHDRAWAL,3400.0,3400.0,1.0
2014-10-31,2,WITHDRAWAL,14.6,14.6,1.0
2014-11-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2014-11-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2014-11-17,2,WITHDRAWAL,8700.0,8700.0,1.0
2014-11-18,2,WITHDRAWAL,2000.0,10700.0,2.0
2014-11-30,2,WITHDRAWAL,14.6,14.6,1.0
2014-12-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2014-12-07,2,WITHDRAWAL,3000.0,10266.0,2.0
2014-12-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2014-12-18,2,WITHDRAWAL,9300.0,9300.0,1.0
2014-12-27,2,WITHDRAWAL,5700.0,5700.0,1.0
2014-12-31,2,WITHDRAWAL,14.6,5714.6,2.0
2015-01-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2015-01-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2015-01-12,2,WITHDRAWAL,6300.0,9672.7,2.0
2015-01-13,2,WITHDRAWAL,7500.0,17172.7,3.0
2015-01-17,2,WITHDRAWAL,300.0,7800.0,2.0
2015-01-22,2,WITHDRAWAL,5100.0,5100.0,1.0
2015-01-30,2,WITHDRAWAL,3000.0,3000.0,1.0
2015-01-31,2,WITHDRAWAL,14.6,3014.6,2.0
2015-02-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2015-02-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2015-02-23,2,WITHDRAWAL,2700.0,2700.0,1.0
2015-02-28,2,WITHDRAWAL,14.6,14.6,1.0
2015-03-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2015-03-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2015-03-18,2,WITHDRAWAL,4200.0,4200.0,1.0
2015-03-31,2,WITHDRAWAL,14.6,14.6,1.0
2015-04-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2015-04-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2015-04-17,2,WITHDRAWAL,3600.0,3600.0,1.0
2015-04-30,2,WITHDRAWAL,14.6,14.6,1.0
2015-05-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2015-05-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2015-05-17,2,WITHDRAWAL,2100.0,2100.0,1.0
2015-05-27,2,WITHDRAWAL,10500.0,10500.0,1.0
2015-05-31,2,WITHDRAWAL,14.6,10514.6,2.0
2015-06-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2015-06-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2015-06-16,2,WITHDRAWAL,2600.0,5972.7,2.0
2015-06-30,2,WITHDRAWAL,14.6,14.6,1.0
2015-07-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2015-07-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2015-07-16,2,WITHDRAWAL,8400.0,11772.7,2.0
2015-07-31,2,WITHDRAWAL,14.6,14.6,1.0
2015-08-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2015-08-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2015-08-15,2,WITHDRAWAL,6900.0,10272.7,2.0
2015-08-31,2,WITHDRAWAL,14.6,14.6,1.0
2015-09-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2015-09-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2015-09-14,2,WITHDRAWAL,1600.0,4972.7,2.0
2015-09-30,2,WITHDRAWAL,14.6,14.6,1.0
2015-10-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2015-10-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2015-10-14,2,WITHDRAWAL,2900.0,6272.7,2.0
2015-10-31,2,WITHDRAWAL,14.6,14.6,1.0
2015-11-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2015-11-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2015-11-13,2,WITHDRAWAL,1500.0,4872.7,2.0
2015-11-30,2,WITHDRAWAL,14.6,14.6,1.0
2015-12-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2015-12-12,2,WITHDRAWAL,3372.7,3372.7,1.0
2015-12-13,2,WITHDRAWAL,11000.0,14372.7,2.0
2015-12-19,2,WITHDRAWAL,4500.0,4500.0,1.0
2015-12-31,2,WITHDRAWAL,14.6,14.6,1.0
2016-01-02,2,WITHDRAWAL,9900.0,9914.6,2.0
2016-01-03,2,WITHDRAWAL,5700.0,15614.6,3.0
2016-01-05,2,WITHDRAWAL,7266.0,22866.0,3.0
2016-01-12,2,WITHDRAWAL,7800.0,7800.0,1.0
2016-01-16,2,WITHDRAWAL,1800.0,9600.0,2.0
2016-01-22,2,WITHDRAWAL,4700.0,4700.0,1.0
2016-01-31,2,WITHDRAWAL,14.6,14.6,1.0
2016-02-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2016-02-16,2,WITHDRAWAL,3500.0,3500.0,1.0
2016-02-29,2,WITHDRAWAL,14.6,14.6,1.0
2016-03-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2016-03-12,2,WITHDRAWAL,10400.0,10400.0,1.0
2016-03-28,2,WITHDRAWAL,2200.0,2200.0,1.0
2016-03-31,2,WITHDRAWAL,14.6,2214.6,2.0
2016-04-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2016-04-11,2,WITHDRAWAL,3700.0,3700.0,1.0
2016-04-26,2,WITHDRAWAL,2500.0,2500.0,1.0
2016-04-30,2,WITHDRAWAL,14.6,2514.6,2.0
2016-05-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2016-05-12,2,WITHDRAWAL,6900.0,6900.0,1.0
2016-05-17,2,WITHDRAWAL,3100.0,3100.0,1.0
2016-05-31,2,WITHDRAWAL,14.6,14.6,1.0
2016-06-03,2,WITHDRAWAL,2900.0,2914.6,2.0
2016-06-05,2,WITHDRAWAL,7266.0,10166.0,2.0
2016-06-30,2,WITHDRAWAL,14.6,14.6,1.0
2016-07-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2016-07-10,2,WITHDRAWAL,5400.0,5400.0,1.0
2016-07-18,2,WITHDRAWAL,3000.0,3000.0,1.0
2016-07-31,2,WITHDRAWAL,14.6,14.6,1.0
2016-08-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2016-08-09,2,WITHDRAWAL,300.0,7566.0,2.0
2016-08-13,2,WITHDRAWAL,3200.0,3500.0,2.0
2016-08-31,2,WITHDRAWAL,14.6,14.6,1.0
2016-09-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2016-09-08,2,WITHDRAWAL,2800.0,10066.0,2.0
2016-09-11,2,WITHDRAWAL,2800.0,5600.0,2.0
2016-09-30,2,WITHDRAWAL,14.6,14.6,1.0
2016-10-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2016-10-22,2,WITHDRAWAL,3500.0,3500.0,1.0
2016-10-31,2,WITHDRAWAL,14.6,14.6,1.0
2016-11-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2016-11-07,2,WITHDRAWAL,1900.0,9166.0,2.0
2016-11-08,2,WITHDRAWAL,3100.0,12266.0,3.0
2016-11-15,2,WITHDRAWAL,4200.0,4200.0,1.0
2016-11-30,2,WITHDRAWAL,14.6,14.6,1.0
2016-12-04,2,WITHDRAWAL,3600.0,3614.6,2.0
2016-12-05,2,WITHDRAWAL,7266.0,10866.0,2.0
2016-12-07,2,WITHDRAWAL,8000.0,18866.0,3.0
2016-12-13,2,WITHDRAWAL,4500.0,4500.0,1.0
2016-12-21,2,WITHDRAWAL,3300.0,3300.0,1.0
2016-12-31,2,WITHDRAWAL,14.6,14.6,1.0
2017-01-01,2,WITHDRAWAL,8700.0,8714.6,2.0
2017-01-01,2,WITHDRAWAL,5400.0,14114.6,3.0
2017-01-05,2,WITHDRAWAL,7266.0,21366.0,3.0
2017-01-06,2,WITHDRAWAL,400.0,7666.0,2.0
2017-01-09,2,WITHDRAWAL,4800.0,12466.0,3.0
2017-01-12,2,WITHDRAWAL,1800.0,6600.0,2.0
2017-01-12,2,WITHDRAWAL,13500.0,20100.0,3.0
2017-01-24,2,WITHDRAWAL,2100.0,2100.0,1.0
2017-01-31,2,WITHDRAWAL,14.6,14.6,1.0
2017-02-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2017-02-06,2,WITHDRAWAL,3600.0,10866.0,2.0
2017-02-13,2,WITHDRAWAL,2000.0,2000.0,1.0
2017-02-27,2,WITHDRAWAL,4400.0,4400.0,1.0
2017-02-28,2,WITHDRAWAL,14.6,4414.6,2.0
2017-03-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2017-03-07,2,WITHDRAWAL,1400.0,8666.0,2.0
2017-03-31,2,WITHDRAWAL,14.6,14.6,1.0
2017-04-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2017-04-06,2,WITHDRAWAL,1800.0,9066.0,2.0
2017-04-15,2,WITHDRAWAL,3100.0,3100.0,1.0
2017-04-30,2,WITHDRAWAL,14.6,14.6,1.0
2017-05-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2017-05-06,2,WITHDRAWAL,3600.0,10866.0,2.0
2017-05-15,2,WITHDRAWAL,3100.0,3100.0,1.0
2017-05-31,2,WITHDRAWAL,14.6,14.6,1.0
2017-06-01,2,WITHDRAWAL,3400.0,3414.6,2.0
2017-06-05,2,WITHDRAWAL,7266.0,10666.0,2.0
2017-06-05,2,WITHDRAWAL,7600.0,18266.0,3.0
2017-06-14,2,WITHDRAWAL,42000.0,42000.0,1.0
2017-06-30,2,WITHDRAWAL,14.6,14.6,1.0
2017-07-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2017-07-18,2,WITHDRAWAL,2600.0,2600.0,1.0
2017-07-31,2,WITHDRAWAL,14.6,14.6,1.0
2017-08-04,2,WITHDRAWAL,4600.0,4614.6,2.0
2017-08-05,2,WITHDRAWAL,7266.0,11866.0,2.0
2017-08-08,2,WITHDRAWAL,4500.0,16366.0,3.0
2017-08-14,2,WITHDRAWAL,3300.0,3300.0,1.0
2017-08-31,2,WITHDRAWAL,14.6,14.6,1.0
2017-09-03,2,WITHDRAWAL,900.0,914.6,2.0
2017-09-05,2,WITHDRAWAL,7266.0,8166.0,2.0
2017-09-09,2,WITHDRAWAL,3900.0,11166.0,2.0
2017-09-30,2,WITHDRAWAL,14.6,14.6,1.0
2017-10-03,2,WITHDRAWAL,9800.0,9814.6,2.0
2017-10-05,2,WITHDRAWAL,7266.0,17066.0,2.0
2017-10-14,2,WITHDRAWAL,3800.0,3800.0,1.0
2017-10-31,2,WITHDRAWAL,14.6,14.6,1.0
2017-11-02,2,WITHDRAWAL,9900.0,9914.6,2.0
2017-11-05,2,WITHDRAWAL,7266.0,17166.0,2.0
2017-11-11,2,WITHDRAWAL,3100.0,3100.0,1.0
2017-11-30,2,WITHDRAWAL,14.6,14.6,1.0
2017-12-02,2,WITHDRAWAL,12700.0,12714.6,2.0
2017-12-05,2,WITHDRAWAL,7266.0,19966.0,2.0
2017-12-19,2,WITHDRAWAL,5700.0,5700.0,1.0
2017-12-21,2,WITHDRAWAL,2800.0,8500.0,2.0
2017-12-31,2,WITHDRAWAL,14.6,14.6,1.0
2018-01-01,2,WITHDRAWAL,10200.0,10214.6,2.0
2018-01-05,2,WITHDRAWAL,7266.0,17466.0,2.0
2018-01-06,2,WITHDRAWAL,3200.0,10466.0,2.0
2018-01-08,2,WITHDRAWAL,3900.0,14366.0,3.0
2018-01-10,2,WITHDRAWAL,4200.0,11300.0,3.0
2018-01-18,2,WITHDRAWAL,3300.0,3300.0,1.0
2018-01-20,2,WITHDRAWAL,11700.0,15000.0,2.0
2018-01-31,2,WITHDRAWAL,14.6,14.6,1.0
2018-02-03,2,WITHDRAWAL,4000.0,4014.6,2.0
2018-02-05,2,WITHDRAWAL,7266.0,11266.0,2.0
2018-02-28,2,WITHDRAWAL,14.6,14.6,1.0
2018-03-02,2,WITHDRAWAL,4100.0,4114.6,2.0
2018-03-05,2,WITHDRAWAL,7266.0,11366.0,2.0
2018-03-23,2,WITHDRAWAL,2700.0,2700.0,1.0
2018-03-31,2,WITHDRAWAL,14.6,14.6,1.0
2018-04-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2018-04-21,2,WITHDRAWAL,3400.0,3400.0,1.0
2018-04-30,2,WITHDRAWAL,14.6,14.6,1.0
2018-05-01,2,WITHDRAWAL,6800.0,6814.6,2.0
2018-05-05,2,WITHDRAWAL,3600.0,10400.0,2.0
2018-05-05,2,WITHDRAWAL,7266.0,17666.0,3.0
2018-05-31,2,WITHDRAWAL,14.6,14.6,1.0
2018-05-31,2,WITHDRAWAL,6500.0,6514.6,2.0
2018-06-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2018-06-15,2,WITHDRAWAL,3500.0,3500.0,1.0
2018-06-30,2,WITHDRAWAL,14.6,14.6,1.0
2018-06-30,2,WITHDRAWAL,8000.0,8014.6,2.0
2018-07-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2018-07-06,2,WITHDRAWAL,2000.0,9266.0,2.0
2018-07-30,2,WITHDRAWAL,9400.0,9400.0,1.0
2018-07-31,2,WITHDRAWAL,14.6,9414.6,2.0
2018-08-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2018-08-10,2,WITHDRAWAL,3100.0,3100.0,1.0
2018-08-16,2,WITHDRAWAL,10200.0,10200.0,1.0
2018-08-29,2,WITHDRAWAL,3100.0,3100.0,1.0
2018-08-31,2,WITHDRAWAL,14.6,3114.6,2.0
2018-09-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2018-09-16,2,WITHDRAWAL,4800.0,4800.0,1.0
2018-09-28,2,WITHDRAWAL,7200.0,7200.0,1.0
2018-09-30,2,WITHDRAWAL,14.6,7214.6,2.0
2018-10-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2018-10-08,2,WITHDRAWAL,3200.0,10466.0,2.0
2018-10-28,2,WITHDRAWAL,7900.0,7900.0,1.0
2018-10-31,2,WITHDRAWAL,14.6,7914.6,2.0
2018-11-05,2,WITHDRAWAL,7266.0,7266.0,1.0
2018-11-06,2,WITHDRAWAL,4500.0,11766.0,2.0
2018-11-13,2,WITHDRAWAL,2200.0,2200.0,1.0
2018-11-16,2,WITHDRAWAL,2100.0,4300.0,2.0
2018-11-21,2,WITHDRAWAL,6000.0,6000.0,1.0
2018-11-27,2,WITHDRAWAL,4800.0,4800.0,1.0
2018-11-30,2,WITHDRAWAL,14.6,4814.6,2.0
2018-12-02,2,WITHDRAWAL,1800.0,1814.6,2.0
2018-12-05,2,WITHDRAWAL,7266.0,9066.0,2.0
2018-12-07,2,WITHDRAWAL,3700.0,10966.0,2.0
2018-12-15,2,WITHDRAWAL,8700.0,8700.0,1.0
2018-12-17,2,WITHDRAWAL,3000.0,11700.0,2.0
2015-11-20,8,WITHDRAWAL,12000.0,12000.0,1.0
2015-12-20,8,WITHDRAWAL,16900.0,16900.0,1.0
2016-01-19,8,WITHDRAWAL,17700.0,17700.0,1.0
2016-02-07,8,WITHDRAWAL,2612.0,2612.0,1.0
2016-02-18,8,WITHDRAWAL,15800.0,15800.0,1.0
2016-02-29,8,WITHDRAWAL,14.6,14.6,1.0
2016-03-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2016-03-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2016-03-19,8,WITHDRAWAL,14700.0,14700.0,1.0
2016-03-31,8,WITHDRAWAL,14.6,14.6,1.0
2016-04-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2016-04-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2016-04-18,8,WITHDRAWAL,12400.0,12400.0,1.0
2016-04-30,8,WITHDRAWAL,14.6,14.6,1.0
2016-05-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2016-05-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2016-05-18,8,WITHDRAWAL,8000.0,8000.0,1.0
2016-05-31,8,WITHDRAWAL,14.6,14.6,1.0
2016-06-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2016-06-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2016-06-07,8,WITHDRAWAL,7200.0,16524.0,3.0
2016-06-14,8,WITHDRAWAL,3120.0,3120.0,1.0
2016-06-17,8,WITHDRAWAL,10600.0,13720.0,2.0
2016-06-26,8,WITHDRAWAL,5280.0,5280.0,1.0
2016-06-30,8,WITHDRAWAL,14.6,5294.6,2.0
2016-07-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2016-07-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2016-07-17,8,WITHDRAWAL,12700.0,12700.0,1.0
2016-07-31,8,WITHDRAWAL,14.6,14.6,1.0
2016-08-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2016-08-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2016-08-16,8,WITHDRAWAL,10200.0,10200.0,1.0
2016-08-31,8,WITHDRAWAL,14.6,14.6,1.0
2016-09-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2016-09-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2016-09-15,8,WITHDRAWAL,8900.0,8900.0,1.0
2016-09-30,8,WITHDRAWAL,14.6,14.6,1.0
2016-10-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2016-10-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2016-10-15,8,WITHDRAWAL,14500.0,14500.0,1.0
2016-10-22,8,WITHDRAWAL,4680.0,4680.0,1.0
2016-10-31,8,WITHDRAWAL,14.6,14.6,1.0
2016-11-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2016-11-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2016-11-14,8,WITHDRAWAL,10700.0,10700.0,1.0
2016-11-23,8,WITHDRAWAL,2400.0,2400.0,1.0
2016-11-30,8,WITHDRAWAL,14.6,14.6,1.0
2016-12-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2016-12-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2016-12-07,8,WITHDRAWAL,3960.0,13284.0,3.0
2016-12-14,8,WITHDRAWAL,11900.0,11900.0,1.0
2016-12-19,8,WITHDRAWAL,3680.0,3680.0,1.0
2016-12-31,8,WITHDRAWAL,14.6,14.6,1.0
2017-01-01,8,WITHDRAWAL,2040.0,2054.6,2.0
2017-01-05,8,WITHDRAWAL,6712.0,8752.0,2.0
2017-01-06,8,WITHDRAWAL,6560.0,13272.0,2.0
2017-01-06,8,WITHDRAWAL,3240.0,16512.0,3.0
2017-01-07,8,WITHDRAWAL,2612.0,19124.0,4.0
2017-01-10,8,WITHDRAWAL,2160.0,14572.0,4.0
2017-01-13,8,WITHDRAWAL,4800.0,6960.0,2.0
2017-01-20,8,WITHDRAWAL,3360.0,3360.0,1.0
2017-01-21,8,WITHDRAWAL,2280.0,5640.0,2.0
2017-01-28,8,WITHDRAWAL,3120.0,3120.0,1.0
2017-01-31,8,WITHDRAWAL,14.6,3134.6,2.0
2017-02-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2017-02-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2017-02-28,8,WITHDRAWAL,14.6,14.6,1.0
2017-03-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2017-03-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2017-03-14,8,WITHDRAWAL,3800.0,3800.0,1.0
2017-03-30,8,WITHDRAWAL,2280.0,2280.0,1.0
2017-03-31,8,WITHDRAWAL,14.6,2294.6,2.0
2017-04-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2017-04-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2017-04-13,8,WITHDRAWAL,5400.0,5400.0,1.0
2017-04-30,8,WITHDRAWAL,14.6,14.6,1.0
2017-05-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2017-05-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2017-05-13,8,WITHDRAWAL,8500.0,8500.0,1.0
2017-05-31,8,WITHDRAWAL,14.6,14.6,1.0
2017-06-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2017-06-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2017-06-12,8,WITHDRAWAL,17300.0,17300.0,1.0
2017-06-22,8,WITHDRAWAL,11520.0,11520.0,1.0
2017-06-22,8,WITHDRAWAL,5400.0,16920.0,2.0
2017-06-30,8,WITHDRAWAL,14.6,14.6,1.0
2017-07-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2017-07-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2017-07-12,8,WITHDRAWAL,7000.0,7000.0,1.0
2017-07-31,8,WITHDRAWAL,14.6,14.6,1.0
2017-08-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2017-08-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2017-08-11,8,WITHDRAWAL,9200.0,11812.0,2.0
2017-08-31,8,WITHDRAWAL,14.6,14.6,1.0
2017-09-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2017-09-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2017-09-10,8,WITHDRAWAL,11700.0,14312.0,2.0
2017-09-30,8,WITHDRAWAL,14.6,14.6,1.0
2017-10-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2017-10-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2017-10-10,8,WITHDRAWAL,11900.0,14512.0,2.0
2017-10-31,8,WITHDRAWAL,14.6,14.6,1.0
2017-11-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2017-11-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2017-11-09,8,WITHDRAWAL,11800.0,21124.0,3.0
2017-11-30,8,WITHDRAWAL,14.6,14.6,1.0
2017-12-05,8,WITHDRAWAL,6712.0,6712.0,1.0
2017-12-07,8,WITHDRAWAL,2612.0,9324.0,2.0
2017-12-08,8,WITHDRAWAL,2720.0,12044.0,3.0
2017-12-09,8,WITHDRAWAL,11200.0,23244.0,4.0
2017-12-13,8,WITHDRAWAL,1920.0,13120.0,2.0
2017-12-31,8,WITHDRAWAL,14.6,14.6,1.0
2018-01-02,8,WITHDRAWAL,3240.0,3254.6,2.0
2018-01-02,8,WITHDRAWAL,960.0,4214.6,3.0
2018-01-05,8,WITHDRAWAL,6712.0,10912.0,3.0
2018-01-06,8,WITHDRAWAL,2040.0,12952.0,4.0
2018-01-07,8,WITHDRAWAL,2612.0,11364.0,3.0
2018-01-08,8,WITHDRAWAL,11000.0,22364.0,4.0
2018-01-10,8,WITHDRAWAL,840.0,16492.0,4.0
2018-01-10,8,WITHDRAWAL,3480.0,19972.0,5.0
2018-01-26,8,WITHDRAWAL,1680.0,1680.0,1.0
2018-01-28,8,WITHDRAWAL,15520.0,17200.0,2.0
